id,year,category,nominee,staff,company,producer,win
3366,2014, Variety Series,The Daily Show With Jon Stewart,"Jon Stewart, Executive Producer / Host Steve Bodow, Executive Producer Jennifer Flanz, Executive Producer Adam Lowitt, Executive Producer Rory Albanese, Executive Producer Tim Greenberg, Co-Executive Producer Hillary Kun, Co-Executive Producer Tim Carvell, Co-Executive Producer Pamela DePace, Supervising Producer Justin Melkmann, Supervising Producer Stuart Miller, Supervising Producer Kahane Cooperman, Producer Jill Katz, Producer",Comedy Central,"Central Productions, LLC",False
3367,2014, Variety Series,The Tonight Show Starring Jimmy Fallon,"Lorne Michaels, Executive Producer Jamie Granet Bederman, Supervising Producer Rob Crabbe, Supervising Producer Katie Hockmeyer, Supervising Producer Jim Juvonen, Supervising Producer Brian McDonald, Supervising Producer Gavin Purcell, Producer Josh Lieb, Produced by Jimmy Fallon, Host",NBC,Universal Television and Broadway Video,False
3368,2014, Writing For A Variety Special,67th Annual Tony Awards,"Dave Boone, Written by Paul Greenberg, Special Material by",CBS,White Cherry Entertainment,False
3371,2014, Writing For A Variety Special,The 71st Annual Golden Globe Awards,"Barry Adelman, Written by Tina Fey, Special Material by Amy Poehler, Special Material by Jon Macks, Special Material by Dave Boone, Special Material by Alex Baze, Special Material by Robert Carlock, Special Material by Sam Means, Special Material by Seth Meyers, Special Material by Mike Shoemaker, Special Material by",NBC,"Dick Clark Productions, Inc. in association with the Hollywood Foreign Press Association",False
3372,2014, Writing For A Variety Special,The Beatles: The Night That Changed America,"Ken Ehrlich, Written by David Wild, Written by",CBS,"AEG Ehrlich Ventures, LLC",False
3373,2014, Directing For A Variety Special,67th Annual Tony Awards,"Glenn Weiss, Directed by",CBS,White Cherry Entertainment,True
3375,2014, Directing For A Variety Special,The Beatles: The Night That Changed America,"Gregg Gelfand, Directed by",CBS,"AEG Ehrlich Ventures, LLC",False
3377,2014, Directing For A Variety Special,The Oscars,"Hamish Hamilton, Directed by",ABC,Academy of Motion Picture Arts and Sciences,False
3380,2014, Variety Special,Best Of Late Night With Jimmy Fallon Primetime Special,"Lorne Michaels, Executive Producer Rob Crabbe, Supervising Producer Jim Juvonen, Supervising Producer Gavin Purcell, Producer Josh Lieb, Produced by Jimmy Fallon, Host",NBC,Universal Television and Broadway Video,False
3383,2014, Variety Special,The Beatles: The Night That Changed America,"Ken Ehrlich, Executive Producer R. A. Clark, Executive Producer Renato Basile, Producer",CBS,"AEG Ehrlich Ventures, LLC",False
3389,2014, Animated Program,Archer,"Adam Reed, Executive Producer/Writer Matt Thompson, Executive Producer Bryan Fordney, Producer/Animation Director Neal Holman, Producer Eric Sims, Producer Casey Willis, Producer",FX Networks,FX Productions,False
3390,2014, Animated Program,Bob's Burgers,"Loren Bouchard, Executive Producer Jim Dauterive, Executive Producer Dan Fybel, Co-Executive Producer Rich Rinaldi, Co-Executive Producer Greg Thompson, Co-Executive Producer Jon Schroeder, Co-Executive Producer Mark McJimsey, Supervising Producer/Animation Executive Producer Nora Smith, Supervising Producer Scott Jacobson, Producer Joel Kuwahara, Animation Executive Producer Scott Greenberg, Animation Executive Producer Janelle Momary-Neely, Animation Producer Holly Schlesinger, Writer Brian LoSchiavo, Director Bernard Derriman, Supervising Director Randy Ludensky, Animation Timing Supervisor",FOX,20th Century Fox Television,True
3391,2014, Animated Program,Futurama,"Matt Groening, Executive Producer David X. Cohen, Executive Producer Ken Keeler, Executive Producer/Written by Josh Weinstein, Co-Executive Producer Eric Horsted, Co-Executive Producer Dan Vebber, Co-Executive Producer Michael Rowe, Co-Executive Producer Patric M. Verrone, Co-Executive Producer Lee Supercinski, Produced by Claudia Katz, Produced by Gregg Vanzo, Animation Executive Producer Scott Vanzo, Director of Computer Graphics Peter Avanzino, Supervising Director/Directed by David D. Au, Assistant Director",Comedy Central,The Curiosity Company in association with 20th Century Fox Television,False
3392,2014, Animated Program,South Park,"Trey Parker, Executive Producer/Written by/Directed by Matt Stone, Executive Producer Anne Garefino, Executive Producer Frank Agnone, Executive Producer Eric Stough, Producer Bruce Howell, Producer Adrien Beard, Producer Vernon Chatman, Producer Bill Hader, Producer Jack Shih, Director of Animation Jenny Yu, Director of Animation",Comedy Central,Central Productions,False
3399,2014, Casting For A Drama Series,Breaking Bad,"Sharon Bialy, Casting Director Sherry Thomas, Casting Director Kiira Arai, Casting Director",AMC,Sony Pictures Television,False
3401,2014, Casting For A Drama Series,House of Cards,"Laray Mayfield, Casting Director Julie Schubert, Casting Director",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",False
3404,2014," Casting For A Miniseries, Movie Or A Special",American Horror Story: Coven,"Robert J. Ulrich, Casting Director Eric Dawson, Casting Director Meagan Lewis, Casting Director",FX Networks,20th Century Fox Television,False
3411,2014, Children's Program,Good Luck Charlie,"Dan Staley, Executive Producer Drew Vaupen, Executive Producer Phil Baker, Executive Producer Christopher Vane, Co-Executive Producer Erika Kaestle, Co-Executive Producer Patrick McCarthy, Co-Executive Producer Jim Gerkin, Co-Executive Producer Pixie Wespiser, Produced by",Disney Channel,It's A Laugh Productions / Disney Channel,False
3412,2014, Children's Program,Nick News With Linda Ellerbee - Family Secrets: When Violence Hits Home,"Linda Ellerbee, Executive Producer Rolfe Tessem, Executive Producer Wally Berger, Supervising Producer Mark Lyons, Producer Martin Toub, Produced by",Nickelodeon,Nickelodeon in association with Lucky Duck Productions,False
3421,2014, Cinematography For A Multi-camera Series,2 Broke Girls,"Christian La Fountaine, Director of Photography",CBS,Bonanza Productions Inc. in association with MPK Productions and Warner Bros. Television,False
3422,2014, Cinematography For A Multi-camera Series,How I Met Your Mother,"Christian La Fountaine, Director of Photography",CBS,Twentieth Century Fox Television,True
3423,2014, Cinematography For A Multi-camera Series,Mike & Molly,"Gary Baum, Director of Photography",CBS,"Bonanza Productions, Inc. in association with Chuck Lorre Productions, Inc. and Warner Bros. Television",False
3424,2014, Cinematography For A Multi-camera Series,The Exes,"George Mooradian, Director of Photography",TV Land,Hudson Street Productions,False
3425,2014, Cinematography For A Multi-camera Series,Last Man Standing,"Donald A. Morgan, Director of Photography",ABC,Twentieth Century Fox Television,False
3426,2014, Cinematography For A Single-camera Series,Breaking Bad,"Michael Slovis, Director of Photography",AMC,Sony Pictures Television,False
3429,2014, Cinematography For A Single-camera Series,Homeland,"David Klein, ASC, Director of Photography",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
3430,2014, Cinematography For A Single-camera Series,House of Cards,"Igor Martinovic, Director of Photography",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",False
3441,2014, Costumes For A Series,Mad Men,"Janie Bryant, Costume Designer Tiffany White Stanton, Costume Designer Stacy Horn, Costume Supervisor",AMC,Lionsgate Television,False
3442,2014, Costumes For A Series,Once Upon A Time,"Eduardo Castro, Costume Designer Monique McRae, Assistant Costume Designer",ABC,ABC Studios,False
3445,2014, Documentary Or Nonfiction Series,American Masters,"Susan Lacy, Executive Producer Julie Sacks, Supervising Producer / Series Producer Junko Tsunashima, Supervising Producer Dori Berinstein, Produced by",PBS,A Production of THIRTEEN's American Masters for WNET,True
3447,2014, Documentary Or Nonfiction Series,Pioneers Of Television,"Michael J. Trinklein, Producer Steven J Boettcher, Producer",PBS,Boettcher+Trinklein Television,False
3448,2014, Documentary Or Nonfiction Series,The World Wars,"Stephen David, Executive Producer Russ McCarroll, Executive Producer Paul Cabana, Executive Producer Elaine Frontain Bryant, Executive Producer Tim W. Kelly, Co-Executive Producer Shirley Escott, Supervising Producer David C. White, Series Producer",HISTORY,Stephen David Entertainment for History,False
3456,2014, Hairstyling For A Miniseries Or A Movie,American Horror Story: Coven,"Monte C. Haught, Department Head Hairstylist Michelle Ceglia, Key Hairstylist Yolanda Mercadel, Hairstylist Daina Daigle, Additional Hairstylist",FX Networks,20th Century Fox Television,True
3457,2014, Hairstyling For A Miniseries Or A Movie,Bonnie & Clyde,"Audrey Anzures, Department Head Hairstylist Catherine Childers, Hairstylist",Lifetime,Sony Pictures Television,False
3461,2014, Hairstyling For A Multi-Camera Series Or Special,Dancing With The Stars,"Mary Guerrero, Department Head Hairstylist Kimi Messina, Key Hairstylist Cyndra Dunn, Additional Hairstylist Sean Smith, Additional Hairstylist Jennifer Guerrero, Additional Hairstylist Gail Ryan, Additional Hairstylist",ABC,BBC Worldwide Productions,False
3462,2014, Hairstyling For A Multi-Camera Series Or Special,Key & Peele,"Amanda Mofield, Department Head Hairstylist Raissa Patton, Key Hairstylist",Comedy Central,Central Productions,False
3463,2014, Hairstyling For A Multi-Camera Series Or Special,Saturday Night Live,"Bettie O. Rogers, Department Head Hairstylist Jodi Mancuso, Key Hairstylist Inga Thrasher, Hairstylist Jennifer Serio Stauffer, Hairstylist Cara Hannah Sullivan, Hairstylist Joe Whitmeyer, Hairstylist",NBC,SNL Studios in association with Universal Television and Broadway Video,True
3464,2014, Hairstyling For A Multi-Camera Series Or Special,The Oscars,"Anthony Wilson, Department Head Hairstylist Natasha Allegro, Key Hairstylist Cynthia Romo, Hairstylist",ABC,Academy of Motion Picture Arts and Sciences,False
3470,2014, Hairstyling For A Single-Camera Series,Mad Men,"Theraesa Rivers, Department Head Hairstylist Arturo Rojas, Key Hairstylist Valerie Jackson, Hairstylist Ai Nakata, Hairstylist",AMC,Lionsgate Television,False
3472,2014, Lighting Design | Lighting Direction For A Variety Series,The Tonight Show Starring Jimmy Fallon,"Fred Bock, Lighting Director Phil Hymes, Lighting Director Jared Kirchmer, Lighting Director Francis Biancamano, Lighting Director Mike Baldassari, Lighting Director",NBC,Universal Television and Broadway Video,False
3474,2014, Lighting Design | Lighting Direction For A Variety Special,67th Annual Tony Awards,"Robert A. Dickinson, Lighting Designer Noah A. Mitz, Lighting Director Harry Sangmeister, Lighting Director Ed McCarthy, Lighting Director",CBS,White Cherry Entertainment,False
3477,2014, Lighting Design | Lighting Direction For A Variety Special,The 56th Grammy Awards,"Robert A. Dickinson, Lighting Designer Andy O'Reilly, Lighting Director Jon Kusner, Lighting Director Harrison Lippman, Lighting Director Patrick Boozer, Lighting Director",CBS,"AEG Ehrlich Ventures, LLC",False
3478,2014, Lighting Design | Lighting Direction For A Variety Special,The Beatles: The Night That Changed America,"Matt Firestone, Lighting Designer Ted Wells, Lighting Designer Matthew Cotter, Lighting Director Mike Zinman, Lighting Director",CBS,"AEG Ehrlich Ventures, LLC",False
3479,2014, Lighting Design | Lighting Direction For A Variety Special,The Oscars,"Robert A. Dickinson, Lighting Designer Robert Barnhart, Lighting Designer Andy O'Reilly, Lighting Director Jon Kusner, Lighting Director",ABC,Academy of Motion Picture Arts and Sciences,False
3485,2014, Makeup For A Miniseries Or A Movie (Non-Prosthetic),American Horror Story: Coven,"Eryn Krueger Mekash, Department Head Makeup Artist Kim Ayers, Key Makeup Artist Vicki Vacca, Makeup Artist Mike Mekash, Makeup Artist Christopher Nelson, Makeup Artist Lucy O'Reilly, Makeup Artist",FX Networks,20th Century Fox Television,False
3487,2014, Makeup For A Miniseries Or A Movie (Non-Prosthetic),Bonnie & Clyde,"Trefor Proud, Department Head Makeup Artist Karri Farris, Key Makeup Artist",Lifetime,Sony Pictures Television,False
3490,2014, Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),Dancing With The Stars,"Zena Shteysel, Department Head Makeup Artist Angela Moos, Key Makeup Artist Patti Bortoli, Additional Makeup Artist Barbara Fonte, Additional Makeup Artist Sarah Woolf, Additional Makeup Artist Julie Socash, Additional Makeup Artist",ABC,BBC Worldwide Productions,False
3491,2014, Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),Key & Peele,"Scott Wheeler, Department Head Makeup Artist Suzy Diaz, Key Makeup Artist David L. Anderson, Makeup Artist Georgia Allen, Makeup Artist",Comedy Central,Central Productions,False
3492,2014, Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),Saturday Night Live,"Louie Zakarian, Department Head Makeup Artist Amy Tagliamonti, Additional Makeup Artist Sarah Egan, Additional Makeup Artist Daniela Zivkovic, Additional Makeup Artist Melanie Demitri, Additional Makeup Artist",NBC,SNL Studios in association with Universal Television and Broadway Video,True
3493,2014, Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),So You Think You Can Dance,"Heather Anne Cummings, Department Head Makeup Artist Amy Harmon, Makeup Artist Angela Nogaro, Makeup Artist Allan Avendano, Makeup Artist Tym Shutchai Buacharern, Makeup Artist",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",False
3496,2014, Makeup For A Single-Camera Series (Non-Prosthetic),Breaking Bad,"Tarra Day, Department Head Makeup Artist Corey Welk, Key Makeup Artist",AMC,Sony Pictures Television,False
3498,2014, Makeup For A Single-Camera Series (Non-Prosthetic),Mad Men,"Lana Horochowski, Department Head Makeup Artist Ron Pipes, Key Makeup Artist Ken Niederbaumer, Makeup Artist Maurine Burke, Additional Makeup Artist Jen Greenberg, Additional Makeup Artist",AMC,Lionsgate Television,False
3500,2014, Miniseries,American Horror Story: Coven,"Ryan Murphy, Executive Producer Brad Falchuk, Executive Producer Dante Di Loreto, Executive Producer Tim Minear, Executive Producer Jennifer Salt, Executive Producer Bradley Buecker, Executive Producer James Wong, Co-Executive Producer Jessica Sharzer, Co-Executive Producer Douglas Petrie, Co-Executive Producer Alfonso Gomez-Rejon, Co-Executive Producer Alexis Martin Woodall, Producer Joseph Incaprera, Produced by",FX Networks,20th Century Fox Television,False
3501,2014, Miniseries,Bonnie & Clyde,"Craig Zadan, Executive Producer Neil Meron, Executive Producer John Rice, Co-Executive Producer Joe Batteer, Co-Executive Producer David A. Rosemont, Produced by",Lifetime,Sony Pictures Television,False
3503,2014, Miniseries,Luther,"Phillippa Giles, Executive Producer Claire Bennett, Producer",BBC America,A BBC and BBC America Co-Production,False
3506,2014, Multi-Camera Picture Editing For A Comedy Series,How I Met Your Mother,"Sue Federman, Edited by",CBS,Twentieth Century Fox Television,False
3507,2014, Multi-Camera Picture Editing For A Comedy Series,Jimmy Kimmel Live,"James Crowe, Editor Jason Bielski, Editor Brian Marsh, Editor Kevin McCullough, Editor Matt Williams, Editor",ABC,ABC Studios in association with Jackhole Industries,False
3508,2014, Multi-Camera Picture Editing For A Comedy Series,The Big Bang Theory,"Peter Chakos, Edited by",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",True
3509,2014, Multi-Camera Picture Editing For A Comedy Series,The Colbert Report,"Christein Aromando, Editor Jason Baker, Editor",Comedy Central,"Hello Doggie, Inc. with Busboy Productions and Spartina Productions",False
3510,2014, Multi-Camera Picture Editing For A Comedy Series,The Daily Show With Jon Stewart,"Robert York, Editor Eric Davies, Editor Graham Frazier, Editor Daric Schlesselman, Editor",Comedy Central,"Central Productions, LLC",False
3511,2014," Music Composition For A Miniseries, Movie Or A Special (Original Dramatic Score)",American Horror Story: Coven,"James Levine, Music by",FX Networks,20th Century Fox Television,False
3520,2014, Music Composition For A Series (Original Dramatic Score),House of Cards,"Jeff Beal, Music by",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",False
3522,2014, Music Direction,67th Annual Tony Awards,"Elliot Lawrence, Music Director Jamie Lawrence, Music Director",CBS,White Cherry Entertainment,False
3524,2014, Music Direction,Saturday Night Live,"Lenny Pickett, Music Director Leon Pendarvis, Music Director Eli Brueggemann, Music Director",NBC,SNL Studios in association with Universal Television and Broadway Video,False
3525,2014, Music Direction,The Beatles: The Night That Changed America,"Don Was, Music Director",CBS,"AEG Ehrlich Ventures, LLC",True
3526,2014, Music Direction,The Oscars,"William Ross, Music Director",ABC,Academy of Motion Picture Arts and Sciences,False
3533,2014, Original Music And Lyrics,67th Annual Tony Awards,"Tom Kitt, Music by Lin-Manuel Miranda, Lyrics by",CBS,White Cherry Entertainment,True
3535,2014, Original Music And Lyrics,Key & Peele,"Joshua Funk, Music by Rebecca Drysdale, Lyrics by",Comedy Central,Central Productions,False
3536,2014, Original Music And Lyrics,Saturday Night Live,"Eli Brueggemann, Music by Chris Kelly, Lyrics by Sarah Schneider, Lyrics by Aidy Bryant, Lyrics by Kate McKinnon, Lyrics by",NBC,SNL Studios in association with Universal Television and Broadway Video,False
3537,2014, Original Music And Lyrics,Sofia The First: The Floating Palace,"John William Kavanaugh, Music by Craig Gerber, Lyrics by",Disney Channel,Disney Television Animation,False
3544,2014, Picture Editing For Reality Programming,Deadliest Catch,"Josh Earl, A.C.E. Rob Butler, A.C.E. Art O'Leary, Editor",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",True
3547,2014, Picture Editing For Reality Programming,Survivor,"Frederick Hawthorne, Supervising Editor Joubin Mortazavi, Editor Evan Mediuch, Editor Dave Armstrong, Editor Andrew Bolhuis, Editor Tim Atzinger, Editor Plowden Schumacher, Editor",CBS,Mark Burnett Productions,False
3552,2014, Picture Editing For Short-Form Segments And Variety Specials,The Colbert Report,"Christein Aromando, Editor",Comedy Central,"Hello Doggie, Inc. with Busboy Productions and Spartina Productions",False
3553,2014, Picture Editing For Short-Form Segments And Variety Specials,The Colbert Report,"Jason Baker, Editor",Comedy Central,"Hello Doggie, Inc. with Busboy Productions and Spartina Productions",False
3554,2014, Picture Editing For Short-Form Segments And Variety Specials,The Daily Show With Jon Stewart,"Eric Davies, Editor",Comedy Central,"Central Productions, LLC",True
3555,2014," Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",American Horror Story: Coven,"Eryn Krueger Mekash, Department Head Makeup Artist Mike Mekash, Key Special Makeup Effects Artist Christien Tinsley, Prosthetic Designer Jason Hamer, Prosthetic Designer Christopher Nelson, Makeup Effects Artist David L. Anderson, Makeup Effects Artist Cristina Patterson, Makeup Effects Artist Rob Freitas, Makeup Effects Artist",FX Networks,20th Century Fox Television,False
3558,2014," Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",Breaking Bad,"Tarra Day, Department Head Makeup Artist Steve LaPorte, Key Makeup Artist Greg Nicotero, Prosthetic Designer Stephan Dupuis, Makeup Artist Howard Leigh Berger, Makeup Artist",AMC,Sony Pictures Television,False
3561,2014, Reality-competition Program,Dancing With The Stars,"Conrad Green, Executive Producer Joe Sungkur, Executive Producer Ashley Edens-Shaffer, Executive Producer Deena Katz, Supervising Producer Tara West-Margolis, Supervising Producer Daniel Martin, Supervising Producer Peter Hebri, Senior Producer Ashley Shea Landers, Senior Producer Megan Wade, Producer Ryan Goble, Senior Producer Chad Harrison, Producer",ABC,BBC Worldwide Productions,False
3563,2014, Reality-competition Program,So You Think You Can Dance,"Barry Adelman, Executive Producer Simon Fuller, Executive Producer Allen Shapiro, Executive Producer Nigel Lythgoe, Executive Producer Jeff Thacker, Co-Executive Producer James Breen, Co-Executive Producer Zoe Brown, Senior Supervising Producer Dan Sacks, Senior Supervising Producer Adam Cooper, Supervising Producer Mike Deffina, Senior Producer Colleen Wagner, Senior Producer Matt Kinsey, Producer Jensen Moon, Producer",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",False
3567,2014, Short-format Animated Program,Adventure Time,"Pendleton Ward, Executive Producer/Story by Fred Seibert, Executive Producer Brian A. Miller, Executive Producer Jennifer Pelphrey, Executive Producer Curtis Lelash, Executive Producer Rob Sorcher, Executive Producer Adam Muto, Supervising Producer/Story by Nick Jennings, Supervising Producer Kevin Kolde, Supervising Producer Kelly Crews, Producer Tom Herpich, Written by/Story by Steve Wolfhard, Written by/Story by Kent Osborne, Story by Patrick McHale, Story by Nate Cash, Supervising Director Don Judge, Timing Director Phil Cummings, Sheet Timing Michel Lyman, Sheet Timing Helen Roh, Sheet Timing Bonghui Han, Overseas Director",Cartoon Network,Cartoon Network Studios,False
3568,2014, Short-format Animated Program,Disney Mickey Mouse,"Paul Rudish, Executive Producer/Directed by/Written by Derek Dressier, Written by Clay Morrow, Written by Written by, Written by Aaron Springer, Written by Graham MacDonald, Animation Director",Disney Channel,Disney Television Animation,True
3569,2014, Short-format Animated Program,Disney Phineas And Ferb,"Dan Povenmire, Executive Producer Jeff ""Swampy"" Marsh, Executive Producer Robert F. Hughes, Producer Martin Olson, Story by Antoine Guilbaud, Written by Kaz Prapuolenis, Written by Sue Perrotto, Director Derek Thompson, Assistant Director Barbara Dourmashkin, Timing Director Terry Lennon, Timing Director",Disney Channel,Disney Television Animation,False
3570,2014, Short-format Animated Program,Regular Show,"JG Quintel, Executive Producer/Directed by Brian A. Miller, Executive Producer Jennifer Pelphrey, Executive Producer Curtis Lelash, Executive Producer Rob Sorcher, Executive Producer Mike Roth, Supervising Producer/Writer Ryan Slater, Producer Calvin Wong, Written by Toby Jones, Written by Matt Price, Writer Michele Cavin, Writer John Infantino, Supervising Director/Writer Sean Szeles, Supervising Director/Writer Robert Alvarez, Animation Director Hwang Gi-Ho, Overseas Director",Cartoon Network,Cartoon Network Studios,False
3577,2014, Single-Camera Picture Editing For A Drama Series,Breaking Bad,"Kelley Dixon, Edited by",AMC,Sony Pictures Television,False
3578,2014, Single-Camera Picture Editing For A Drama Series,Breaking Bad,"Skip Macdonald, Edited by",AMC,Sony Pictures Television,True
3579,2014, Single-Camera Picture Editing For A Drama Series,Breaking Bad,"Kelley Dixon, Edited by Chris McCaleb, Edited by",AMC,Sony Pictures Television,False
3580,2014, Single-Camera Picture Editing For A Drama Series,House of Cards,"Byron Smith, Editor",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",False
3587,2014," Sound Editing For A Miniseries, Movie Or A Special",American Horror Story: Coven,"Gary Megregian, Supervising Sound Editor David Klotz, Music Editor Timothy A. Cleveland, Sound Effects Editor Paul Diller, Sound Effects Editor Brian Thomas Nist, Sound Effects Editor Steve M. Stuhr, Dialogue Editor Lance Wiseman, Dialogue Editor Noel Vought, Foley Artist",FX Networks,20th Century Fox Television,False
3588,2014," Sound Editing For A Miniseries, Movie Or A Special",Bonnie & Clyde,"Robert L. Sephton, Supervising Sound Editor / Sound Designer Pembrooke Andrews, Supervising Dialogue & ADR Editor Joanie Diener, Music Editor Chato Hill, Dialogue Editor Robert Guastini, Dialogue Editor Mike Pipgras, Foley Editor Anita Cannella, Foley Artist Amy Kane, Foley Artist",Lifetime,Sony Pictures Television,False
3595,2014, Sound Editing For A Series,Breaking Bad,"Nick Forshager, Supervising Sound Editor Kathryn Madsen, Dialogue/ADR Supervisor Jason Tregoe Newman, Music Editor Mark Cookson, Sound Effects Editor Cormac Funge, Sound Effects Editor Jane Boegel, Dialogue Editor Jeff Cranford, Foley Editor Tim Boggs, Foley Editor Gregg Barbanell, Foley Artist Dominique Decaudian, Foley Artist",AMC,Sony Pictures Television,False
3597,2014, Sound Editing For A Series,The Walking Dead,"Jerry Ross, Supervising Sound Editor Michael Baber, Music Editor Tim Farrell, Sound Effects Lou Thomas, Dialogue & ADR Supervisor Clayton Weber, Supervising Foley Editor Joseph Tsai, Foley Editor Hilda Hodges, Foley Artist Jody Thomas, Foley Artist Catherine Harper, Foley Artist",AMC,AMC Productions,False
3601,2014, Sound Editing For Nonfiction Programming (Single Or Multi-Camera),The World Wars,"Tim W. Kelly, Sound Supervisor Jonathan Soule, Sound Editor Brian McAllister, Sound Editor John Kilgour, Sound Editor Mike Alfin, Sound Editor",HISTORY,Stephen David Entertainment for History,False
3603,2014, Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,Californication,"Daniel Church, Sound Mixer Todd Grace, C.A.S., Re-Recording Mixer Edward C. Carr, III, C.A.S., Re-Recording Mixer",Showtime,"Showtime Presents, Aggressive Mediocrity, And Then.",False
3606,2014, Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,The Simpsons,"Mark Linden, Re-Recording Mixer Tara A. Paul, Re-Recording Mixer",FOX,Gracie Films in association with 20th Century Fox Television,False
3608,2014, Sound Mixing For A Comedy Or Drama Series (One Hour),Breaking Bad,"Darryl L. Frank, C.A.S., Production Mixer Jeffrey Perkins, Re-Recording Mixer Eric Justen, Re-Recording Mixer",AMC,Sony Pictures Television,False
3611,2014, Sound Mixing For A Comedy Or Drama Series (One Hour),Homeland,"Larry Long, Production Sound Mixer Nello Torri, Re-Recording Mixer Alan Decker, Re-Recording Mixer Larold Rebhun, Scoring Mixer",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
3612,2014, Sound Mixing For A Comedy Or Drama Series (One Hour),House of Cards,"Lorenzo Millan, Production Mixer Nathan Nance, Re-Recording Mixer Scott R. Lewis, Re-Recording Mixer",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",True
3613,2014, Sound Mixing For A Miniseries Or A Movie,American Horror Story: Coven,"Bruce Litecky, C.A.S. Joe Earle, C.A.S. Doug Andham, C.A.S.",FX Networks,20th Century Fox Television,False
3618,2014, Sound Mixing For A Variety Series Or Special,The 56th Grammy Awards,"Thomas Holmes, Broadcast Production Mixer Eric Johnston, Playback Mixer John Harris, Broadcast Music Mixer Eric Schilling, Broadcast Music Mixer Mikael Stewart, House Production Mixer Ron Reaves, House Music Mixer Tom Pesa, Stage Mixer Michael Parker, Stage Mixer Pablo Munguia, Playback Mixer Josh Morton, Package Mixer Bob LaMasney, Sweetening Mixer",CBS,"AEG Ehrlich Ventures, LLC",True
3619,2014, Sound Mixing For A Variety Series Or Special,The Beatles: The Night That Changed America,"Larry Reed, Production Mixer Thomas Holmes, Production Mixer Al Schmitt, Music Mixer Giles Martin, Music Mixer Josh Morton, Re-Recording Mixer Randy Faustino, House Music Mixer Paul Wittman, Stage Music Mixer Paul Sandweiss, Audio Mixer Christian Schrader, Audience Mixer",CBS,"AEG Ehrlich Ventures, LLC",False
3621,2014, Sound Mixing For A Variety Series Or Special,The Oscars,"Paul Sandweiss, Production Mixer Tommy Vicari, Orchestra Mixer Biff Dawes, Music Mixer Pablo Munguia, Protools Mixer Kristian Pedregon, Post Production Mixer Patrick Baltzell, FOH Mixer Michael Parker, Monitor Mixer Bob LaMasney, Sweetening Mixer",ABC,Academy of Motion Picture Arts and Sciences,False
3626,2014, Sound Mixing For Nonfiction Programming,Deadliest Catch,"Bob Bronow, C.A.S.",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",False
3628,2014, Special Class Program,67th Annual Tony Awards,"Ricky Kirshner, Executive Producer Glenn Weiss, Executive Producer Neil Patrick Harris, Producer / Host",CBS,White Cherry Entertainment,True
3630,2014, Special Class Program,The 71st Annual Golden Globe Awards,"Barry Adelman, Executive Producer Allen Shapiro, Executive Producer Mike Mahan, Executive Producer Tina Fey, Host Amy Poehler, Host",NBC,"Dick Clark Productions, Inc. in association with the Hollywood Foreign Press Association",False
3631,2014, Special Class Program,The Oscars,"Craig Zadan, Produced by Neil Meron, Produced by Michael B. Seligman, Supervising Producer Ellen DeGeneres, Host",ABC,Academy of Motion Picture Arts and Sciences,False
3635,2014, Stunt Coordination For A Comedy Series Or A Variety Program,It's Always Sunny In Philadelphia,"Marc Scizak, Stunt Coordinator",FX Networks,FX Productions,False
3637,2014, Stunt Coordination For A Comedy Series Or A Variety Program,Shameless,"Julie Michaels, Stunt Coordinator",Showtime,"Showtime Presents, John Wells Productions, Warner Bros. Television",False
3639,2014," Stunt Coordination For A Drama Series, Miniseries Or Movie",Grimm,"Matt Taylor, Stunt Coordinator",NBC,Universal Television and Hazy Mills,False
3641,2014," Stunt Coordination For A Drama Series, Miniseries Or Movie",Revolution,"Jeff Wolfe, Stunt Coordinator",NBC,"Bonanza Productions in association with Bad Robot Productions, Kripke Enterprises and Warner Bros. Television",False
